ExecTime,PlaceTime,placeID,PlaceQty,BrokerKey,SecType,SecKey,limit,price,EstPrice,Algo,TranCode,ExchangeID,IndGrpID,SectorID,Currency,MFTotalCost
2650,12:19,915524,132,88126,csus,43885,mkt,53.54,52.65,                                                                                                                                                                                                                                                                ,1,3,1496,467,us,7068.28
1880,12:19,915525,128,88126,csus,165586,mkt,36.37,36.01,                                                                                                                                                                                                                                                                ,1,3,1535,468,us,4655.36
1536,12:19,915526,228,88126,csus,44207,mkt,60.29,60.31,                                                                                                                                                                                                                                                                ,1,3,1538,468,us,13746.12
28340,12:19,915527,1205,88126,csus,44329,mkt,9.495,9.35,                                                                                                                                                                                                                                                                ,1,1,1527,465,us,11441.475
2333,12:19,915528,332,88126,csus,44545,mkt,30.93,30.965,                                                                                                                                                                                                                                                                ,1,1,1531,465,us,10268.76
1033,12:19,915529,313,88126,csus,44772,mkt,31.88,31.91,                                                                                                                                                                                                                                                                ,1,1,1527,465,us,9978.94
786,12:19,915530,172,88126,csus,44774,mkt,50.61,50.34,                                                                                                                                                                                                                                                                ,1,1,1525,466,us,8704.92
596,12:19,915531,335,88126,csus,44869,mkt,42.2,41.52,                                                                                                                                                                                                                                                                ,1,1,1527,465,us,14137
1330,12:19,915532,405,88126,csus,44901,mkt,29.68,29.73,                                                                                                                                                                                                                                                                ,1,1,1479,464,us,12020.4
10,12:20,915533,292,88126,csus,45747,mkt,35.13,35.62,                                                                                                                                                                                                                                                                ,1,3,1535,468,us,10257.96
-216,12:20,915534,136,88126,csus,45451,mkt,50.01,49.31,                                                                                                                                                                                                                                                                ,1,3,1511,462,us,6801.36
810,12:20,915535,284,88126,csus,45337,mkt,45.18,44.98,                                                                                                                                                                                                                                                                ,1,1,1518,463,us,12831.12
1726000,12:21,915536,143,88126,csus,45638,mkt,63.96,63.37,                                                                                                                                                                                                                                                                ,1,1,1531,465,us,293538.975
1516,12:21,915537,87,88126,csus,45197,mkt,75.7,75.62,                                                                                                                                                                                                                                                                ,1,3,1531,465,us,6585.9
403,12:21,915538,252,88126,csus,45056,mkt,60.02,59.19,                                                                                                                                                                                                                                                                ,1,3,1525,466,us,15126.56
58010,12:23,915539,42841,88118,csus,41914,mkt,39.34,39.3,                                                                                                                                                                                                                                                                ,1,3,1497,467,us,14219839.94
5515993,12:26,915540,25000,10000108,csus,42237,46.25,46.36,46.89,                                                                                                                                                                                                                                                                ,1,1,1515,462,us,2543845.92
5430,12:35,915541,200,88126,csus,40214,mkt,120.76,120.83,                                                                                                                                                                                                                                                                ,0,3,1539,468,us,24152
4243,12:35,915542,120,88126,csus,142510,mkt,63.22,63.13,                                                                                                                                                                                                                                                                ,1,1,1525,466,us,7586.4
177046,12:35,915543,7749,88126,cius,133709,mkt,58.46,58.07,                                                                                                                                                                                                                                                                ,0,0,0,0,us,453006.54
3843,12:35,915544,186,88126,csus,40303,mkt,86.95,86.99,                                                                                                                                                                                                                                                                ,1,3,1536,468,us,16172.7
3660,12:35,915545,150,88126,csus,41866,mkt,88.19,88.17,                                                                                                                                                                                                                                                                ,0,3,1522,466,us,13228.5
3426,12:35,915546,50,88126,csus,42262,mkt,716.27,711.95,                                                                                                                                                                                                                                                                ,0,3,1535,468,us,35813.5
3223,12:35,915547,170,88126,csus,42604,mkt,69.31,68.62,                                                                                                                                                                                                                                                                ,0,3,1521,466,us,11782.59
188990,12:35,915548,4946,88126,ceus,36852,mkt,101.77,101.09,                                                                                                                                                                                                                                                                ,0,2,0,0,us,503305.47
32736,12:35,915549,2998,88126,csus,42907,mkt,26.805,27.03,                                                                                                                                                                                                                                                                ,1,1,1479,464,us,80361.39
174546,12:35,915550,1305,88126,csus,43216,mkt,75.56,73.92,                                                                                                                                                                                                                                                                ,1,1,1521,466,us,98623.05
18353,12:35,915551,2595,88126,csus,43810,mkt,39.485,39.37,                                                                                                                                                                                                                                                                ,1,3,1537,468,us,102463.575
176160,12:35,915552,2021,88126,csus,43851,mkt,31.83,31.72,                                                                                                                                                                                                                                                                ,1,1,1479,464,us,64320.43
1750,12:35,915553,105,88126,csus,44207,mkt,60.33,60.31,                                                                                                                                                                                                                                                                ,1,3,1538,468,us,6334.65
1326,12:35,915554,500,88126,csus,44545,mkt,30.93,30.965,                                                                                                                                                                                                                                                                ,0,1,1531,465,us,15465
2100,12:35,915555,320,88126,csus,44827,mkt,122.57,123.66,                                                                                                                                                                                                                                                                ,0,3,1498,467,us,39222.4
1883,12:35,915556,500,88126,csus,45197,mkt,75.76,75.62,                                                                                                                                                                                                                                                                ,0,3,1531,465,us,37874.98
1666,12:50,915557,694,88126,cius,113024,mkt,45.7,45.48,                                                                                                                                                                                                                                                                ,1,0,0,0,us,31715.8
6456890,13:01,915558,4684,88226,csus,130052,mkt,5.57,5.54,                                                                                                                                                                                                                                                                ,0,3,1507,462,us,25823.88
8966,13:17,915559,2,10000330,csus,40214,mkt,120.81,120.83,                                                                                                                                                                                                                                                                ,0,3,1539,468,us,241.62
8760,13:17,915560,6,10000330,csus,142510,mkt,62.94,63.13,                                                                                                                                                                                                                                                                ,0,1,1525,466,us,377.64
9573,13:17,915561,2,10000330,csus,40273,mkt,107.3,107.2,                                                                                                                                                                                                                                                                ,0,1,1536,468,us,214.6
9350,13:17,915562,5,10000330,csus,40303,mkt,86.94,86.99,                                                                                                                                                                                                                                                                ,0,3,1536,468,us,434.7
9063,13:17,915563,2,10000330,csus,40466,mkt,116.65,116.38,                                                                                                                                                                                                                                                                ,0,1,1531,465,us,233.3
8856,13:17,915564,7,10000330,csus,40744,mkt,35.25,35.03,                                                                                                                                                                                                                                                                ,0,1,1515,462,us,246.75
8653,13:17,915565,2,10000330,csus,41164,mkt,60.55,60.23,                                                                                                                                                                                                                                                                ,0,3,1532,465,us,121.1
8480,13:17,915566,8,10000330,csus,41390,mkt,28.64,28.85,                                                                                                                                                                                                                                                                ,0,3,1538,468,us,229.12
8193,13:17,915567,14,10000330,csus,42164,mkt,29.23,29.15,                                                                                                                                                                                                                                                                ,0,1,1495,467,us,409.22
7973,13:17,915568,10,10000330,csus,42283,mkt,35.82,35.47,                                                                                                                                                                                                                                                                ,0,3,1506,462,us,358.2
8790,13:17,915569,1,10000330,csus,42378,mkt,37.15,37.26,                                                                                                                                                                                                                                                                ,0,3,1498,467,us,37.15
8603,13:17,915570,1,10000330,csus,42822,mkt,102.12,101.03,                                                                                                                                                                                                                                                                ,0,1,1525,466,us,102.12
7383,13:17,915571,4,10000330,csus,42830,mkt,65.08,65.2,                                                                                                                                                                                                                                                                ,0,1,1529,465,us,260.32
8213,13:17,915572,25,10000330,csus,42907,mkt,26.56,27.03,                                                                                                                                                                                                                                                                ,0,1,1479,464,us,664
8023,13:17,915573,2,10000330,csus,42924,mkt,42.11,42.35,                                                                                                                                                                                                                                                                ,0,1,1517,463,us,84.22
7816,13:17,915574,6,10000330,csus,43183,mkt,111.73,112.25,                                                                                                                                                                                                                                                                ,0,1,1509,462,us,670.38
7596,13:17,915575,13,10000330,csus,43338,mkt,60.08,60.47,                                                                                                                                                                                                                                                                ,0,1,1919,463,us,781.04
7380,13:17,915576,4,10000330,csus,43374,mkt,55.14,55.21,                                                                                                                                                                                                                                                                ,0,1,1525,466,us,220.56
7193,13:17,915577,9,10000330,csus,43395,mkt,53.175,52.64,                                                                                                                                                                                                                                                                ,0,3,1537,468,us,478.575
7013,13:17,915578,7,10000330,csus,139601,mkt,47.48,47.51,                                                                                                                                                                                                                                                                ,0,1,1550,467,us,332.36
6830,13:17,915579,3,10000330,csus,43690,mkt,90.72,90.43,                                                                                                                                                                                                                                                                ,0,1,1525,466,us,272.16
7636,13:17,915580,8,10000330,csus,43727,mkt,14.05,14.39,                                                                                                                                                                                                                                                                ,0,1,1532,465,us,112.4
7396,13:17,915581,4,10000330,csus,43846,mkt,74.64,74.54,                                                                                                                                                                                                                                                                ,0,1,1479,464,us,298.56
7130,13:17,915582,22,10000330,csus,146741,mkt,16.15,15.55,                                                                                                                                                                                                                                                                ,0,1,1479,464,us,355.3
6943,13:17,915583,3,10000330,csus,43885,mkt,53.7,52.65,                                                                                                                                                                                                                                                                ,0,3,1496,467,us,161.1
6756,13:17,915584,4,10000330,rtus,81598,mkt,41.21,40.74,                                                                                                                                                                                                                                                                ,0,1,504,477,us,164.84
6553,13:17,915585,5,10000330,csus,44018,mkt,88.3,88.4,                                                                                                                                                                                                                                                                ,0,1,1919,463,us,441.5
6270,13:17,915586,6,10000330,psus,137976,mkt,25.85,25.75,                                                                                                                                                                                                                                                                ,0,0,0,0,us,155.1
7013,13:17,915587,1,10000330,csus,44189,mkt,112.37,112.07,                                                                                                                                                                                                                                                                ,0,1,1486,469,us,112.37
5726,13:17,915588,6,10000330,csus,44207,mkt,60.39,60.31,                                                                                                                                                                                                                                                                ,0,3,1538,468,us,362.34
5636,13:17,915589,9,10000330,csus,45056,mkt,59.94,59.19,                                                                                                                                                                                                                                                                ,0,3,1525,466,us,539.46
5376,13:17,915590,4,10000330,csus,45067,mkt,76.84,75.99,                                                                                                                                                                                                                                                                ,0,1,1514,462,us,307.36
5196,13:17,915591,3,10000330,csus,45197,mkt,75.75,75.62,                                                                                                                                                                                                                                                                ,0,3,1531,465,us,227.25
4986,13:17,915592,7,10000330,csus,45337,mkt,45.22,44.98,                                                                                                                                                                                                                                                                ,0,1,1518,463,us,316.54
4810,13:17,915593,2,10000330,csus,45403,mkt,98.9,99.11,                                                                                                                                                                                                                                                                ,0,1,1491,467,us,197.8
4583,13:17,915594,8,10000330,csus,45441,mkt,67.31,67.52,                                                                                                                                                                                                                                                                ,0,1,1508,462,us,538.48
4376,13:17,915595,6,10000330,csus,45585,mkt,54.465,54.53,                                                                                                                                                                                                                                                                ,0,1,1527,465,us,326.79
4130,13:17,915596,11,10000330,csus,45638,mkt,64.05,63.37,                                                                                                                                                                                                                                                                ,0,1,1531,465,us,704.55
5874990,13:32,915600,1053,10000440,csus,43261,30.2,30.13,28.74,"<MxFixOptions ParameterSet=""SBAT Shadow"" Region=""""><MxParameter StartTimeFSBA="""" StopTimeFSBA="""" ExecStyle1FSBA=""Normal"" MinPartFSBA="""" MaxPartFSBA="""" LiquidityFSBA="""" InOpenFSBA="""" InClose2FSBA="""" WouldGoodPriceFSBA="""" WouldGoodLevelFSBA="""" WouldBPSFSBA=""",0,3,1498,467,us,181652.64
125823,13:32,915601,2050,88126,csus,41546,mkt,56.27,56.22,                                                                                                                                                                                                                                                                ,1,1,1530,465,us,115352.5
21613,13:32,915602,5000,88126,csus,42692,mkt,34.01,33.86,                                                                                                                                                                                                                                                                ,1,3,1542,468,us,170050
11340,13:32,915603,1001,88126,csus,42907,mkt,26.455,26.56,                                                                                                                                                                                                                                                                ,1,1,1479,464,us,26481.455
193116,13:32,915604,2250,88126,csus,43759,mkt,44.29,43.5,                                                                                                                                                                                                                                                                ,1,1,1478,464,us,99631.5
74930,13:32,915605,1000,88126,csus,43846,mkt,74.6,74.64,                                                                                                                                                                                                                                                                ,0,1,1479,464,us,74572.5
736,13:32,915606,350,88126,csus,44364,mkt,80.1,79.11,                                                                                                                                                                                                                                                                ,1,1,1537,468,us,28035.5
4043,13:37,915610,132,10000330,csus,165586,mkt,36.91,36.37,                                                                                                                                                                                                                                                                ,0,3,1535,468,us,4872.12
3800,13:37,915611,130,10000330,csus,44207,mkt,60.53,60.29,                                                                                                                                                                                                                                                                ,0,3,1538,468,us,7868.9
4553,13:37,915612,405,10000330,csus,44329,mkt,9.51,9.495,                                                                                                                                                                                                                                                                ,0,1,1527,465,us,3851.55
4343,13:37,915613,330,10000330,csus,44545,mkt,31,30.93,                                                                                                                                                                                                                                                                ,0,1,1531,465,us,10230
4163,13:37,915614,184,10000330,csus,45056,mkt,60,60.02,                                                                                                                                                                                                                                                                ,0,3,1525,466,us,11040
3976,13:37,915615,96,10000330,csus,45095,mkt,72.72,73.19,                                                                                                                                                                                                                                                                ,0,1,1515,462,us,6981.12
3770,13:37,915616,48,10000330,csus,45197,mkt,75.71,75.7,                                                                                                                                                                                                                                                                ,0,3,1531,465,us,3634.08
3593,13:37,915617,94,10000330,csus,45361,mkt,76.35,74.86,                                                                                                                                                                                                                                                                ,0,1,1497,467,us,7176.9
3403,13:37,915618,57,10000330,csus,45403,mkt,98.93,99.11,                                                                                                                                                                                                                                                                ,0,1,1491,467,us,5639.01
3210,13:37,915619,247,10000330,csus,45409,mkt,74.86,75.3,                                                                                                                                                                                                                                                                ,0,1,1536,468,us,18490.42
3020,13:37,915620,267,10000330,csus,45585,mkt,54.51,54.53,                                                                                                                                                                                                                                                                ,0,1,1527,465,us,14553.67
2823,13:37,915621,209,10000330,csus,45747,mkt,35.35,35.13,                                                                                                                                                                                                                                                                ,0,3,1535,468,us,7388.15
5853,13:37,915622,22,10000330,csus,42564,mkt,139.87,140.08,                                                                                                                                                                                                                                                                ,0,1,1536,468,us,3077.14
7613,13:37,915623,121,10000330,csus,42830,mkt,65.13,64.93,                                                                                                                                                                                                                                                                ,0,1,1529,465,us,7880.73
7413,13:37,915624,392,10000330,csus,42907,mkt,26.64,27.03,                                                                                                                                                                                                                                                                ,0,1,1479,464,us,10442.88
9186,13:37,915625,119,10000330,csus,42913,mkt,59.13,59.01,                                                                                                                                                                                                                                                                ,0,1,1515,462,us,7036.47
8973,13:37,915626,140,10000330,csus,43077,mkt,73.81,73.83,                                                                                                                                                                                                                                                                ,0,1,1515,462,us,10333.4
9786,13:37,915627,142,10000330,csus,43138,mkt,99.19,99.45,                                                                                                                                                                                                                                                                ,0,1,1536,468,us,14084.98
10586,13:37,915628,56,10000330,csus,43374,mkt,55.08,55.32,                                                                                                                                                                                                                                                                ,0,1,1525,466,us,3084.48
10380,13:37,915629,178,10000330,csus,43395,mkt,53.14,52.96,                                                                                                                                                                                                                                                                ,0,3,1537,468,us,9458.92
10156,13:37,915630,70,10000330,csus,43728,mkt,45.98,45.53,                                                                                                                                                                                                                                                                ,0,1,1492,467,us,3218.6
9866,13:37,915631,70,10000330,csus,43759,mkt,44.4,43.5,                                                                                                                                                                                                                                                                ,0,1,1478,464,us,3108
9650,13:37,915632,96,10000330,csus,43846,mkt,74.65,74.56,                                                                                                                                                                                                                                                                ,0,1,1479,464,us,7166.4
9416,13:37,915633,9,10000330,csus,43893,mkt,1464.68,1454.24,                                                                                                                                                                                                                                                                ,0,3,1513,462,us,13182.12
8583,13:37,915634,47,10000330,csus,43928,mkt,101.46,102.19,                                                                                                                                                                                                                                                                ,0,1,1517,463,us,4768.62
4010,13:38,915635,61,10000330,csus,40689,mkt,73.94,73.26,                                                                                                                                                                                                                                                                ,0,1,1530,465,us,4510.34
3793,13:38,915636,185,10000330,csus,40706,mkt,17.05,16.78,                                                                                                                                                                                                                                                                ,0,1,1529,465,us,3154.25
3546,13:38,915637,236,10000330,csus,40744,mkt,35.33,35.05,                                                                                                                                                                                                                                                                ,0,1,1515,462,us,8337.88
3346,13:38,915638,97,10000330,csus,40776,mkt,40.94,40.76,                                                                                                                                                                                                                                                                ,0,1,1531,465,us,3971.18
3146,13:38,915639,115,10000330,csus,40911,mkt,137.27,136.02,                                                                                                                                                                                                                                                                ,0,1,1529,465,us,15786.05
2936,13:38,915640,54,10000330,rtus,152748,mkt,87.13,85.46,                                                                                                                                                                                                                                                                ,0,1,504,477,us,4705.02
2690,13:38,915641,185,10000330,csus,41242,mkt,60.78,61.09,                                                                                                                                                                                                                                                                ,0,1,1502,467,us,11244.3
2503,13:38,915642,25,10000330,csus,41311,mkt,139,140.5,                                                                                                                                                                                                                                                                ,0,1,1502,467,us,3475
2313,13:38,915643,100,10000330,csus,41567,mkt,115.07,113.74,                                                                                                                                                                                                                                                                ,0,1,1511,462,us,11507
3120,13:38,915644,132,10000330,csus,41688,mkt,28.45,28.415,                                                                                                                                                                                                                                                                ,0,3,1535,468,us,3755.4
1903,13:38,915645,156,10000330,csus,41866,mkt,88.03,88.17,                                                                                                                                                                                                                                                                ,0,3,1522,466,us,13732.68
2703,13:38,915646,51,10000330,csus,41886,mkt,158.11,157.15,                                                                                                                                                                                                                                                                ,0,1,1521,466,us,8063.61
2520,13:38,915647,12,10000330,csus,42262,mkt,716.92,711.95,                                                                                                                                                                                                                                                                ,0,3,1535,468,us,8603.04
2316,13:38,915648,11,10000330,csus,150270,mkt,741.28,735.96,                                                                                                                                                                                                                                                                ,0,3,1535,468,us,8154.08
1126,13:38,915649,76,10000330,csus,40214,mkt,120.91,120.86,                                                                                                                                                                                                                                                                ,0,3,1539,468,us,9189.16
910,13:38,915650,82,10000330,csus,40273,mkt,107.31,107.2,                                                                                                                                                                                                                                                                ,0,1,1536,468,us,8799.42
1730,13:38,915651,68,10000330,csus,156133,mkt,140.06,139.15,                                                                                                                                                                                                                                                                ,0,1,1522,466,us,9523.58
1796,13:48,915652,300,10000330,csus,40245,mkt,45.17,45.03,                                                                                                                                                                                                                                                                ,1,1,1525,466,us,13551
5626756,13:49,915653,200000,10000195,mbus,152553,mkt,100.612,100.828,                                                                                                                                                                                                                                                                ,1,0,1315,1368,us,201224
6138523,13:49,915654,500000,10000240,mbus,131813,mkt,101.936,102.056,                                                                                                                                                                                                                                                                ,1,0,1312,1365,us,509680
57283,13:51,915655,20,10000347,tfus,168390,mkt,119.6640625,119.773438,                                                                                                                                                                                                                                                                ,1,45,0,0,us,2393281.25
2106,13:52,915656,125,88126,csus,43048,mkt,81.62,81.57,                                                                                                                                                                                                                                                                ,1,1,1525,466,us,10202.5
158843,13:52,915657,5375,88126,csus,44059,mkt,20.81,20.23,                                                                                                                                                                                                                                                                ,1,1,1486,469,us,111951.4
150656,13:52,915658,2820,88126,csus,44207,mkt,60.46,60.53,                                                                                                                                                                                                                                                                ,1,3,1538,468,us,170479.79
2360,13:52,915659,405,88126,ccus,130501,mkt,13.53,13.53,                                                                                                                                                                                                                                                                ,0,0,0,0,us,5479.15
2156,13:52,915660,115,88126,rcus,70922,mkt,80.87,79.89,                                                                                                                                                                                                                                                                ,0,0,0,0,us,9300.05
690923,13:52,915661,1160,88126,csus,45583,mkt,52.2,51.12,                                                                                                                                                                                                                                                                ,1,1,1479,464,us,60479.35
538953,13:58,915662,15836,88251,csus,137774,mkt,18.04,17.18,                                                                                                                                                                                                                                                                ,0,1,1496,467,us,285869.04
